country,countryCode,date,patientNumber
Italy,ITA,1/9/2022,981
Italy,ITA,1/9/2022,11440
Italy,ITA,1/10/2022,1606
Italy,ITA,1/10/2022,17946
Italy,ITA,1/10/2022,992
Italy,ITA,1/10/2022,11528
Italy,ITA,1/11/2022,1677
Italy,ITA,1/11/2022,18744
Italy,ITA,1/11/2022,1024
Italy,ITA,1/11/2022,11400
Italy,ITA,1/12/2022,1669
Italy,ITA,1/12/2022,18978
Italy,ITA,1/12/2022,1048
Italy,ITA,1/12/2022,11313
Italy,ITA,1/13/2022,1668
Italy,ITA,1/13/2022,19316
Italy,ITA,1/13/2022,1027
Italy,ITA,1/13/2022,11366
Italy,ITA,1/14/2022,1679
Italy,ITA,1/14/2022,19698
Italy,ITA,1/14/2022,1043
Italy,ITA,1/14/2022,11324
Italy,ITA,1/15/2022,1677
Italy,ITA,1/15/2022,20047
Italy,ITA,1/15/2022,1030
Italy,ITA,1/15/2022,11252
Italy,ITA,1/16/2022,1691
Italy,ITA,1/16/2022,20410
Italy,ITA,1/16/2022,1016
Italy,ITA,1/16/2022,11142
Italy,ITA,1/17/2022,1717
Italy,ITA,1/17/2022,20945
Italy,ITA,1/17/2022,1024
Italy,ITA,1/17/2022,11199
Italy,ITA,1/18/2022,1715
Italy,ITA,1/18/2022,21163
Italy,ITA,1/18/2022,989
Italy,ITA,1/18/2022,11359
Italy,ITA,1/19/2022,1688
Italy,ITA,1/19/2022,21188
Italy,ITA,1/19/2022,967
Italy,ITA,1/19/2022,11347
Italy,ITA,1/20/2022,1698
Italy,ITA,1/20/2022,21357
Italy,ITA,1/20/2022,966
Italy,ITA,1/20/2022,11352
Italy,ITA,1/21/2022,1707
Italy,ITA,1/21/2022,21192
Italy,ITA,1/21/2022,978
Italy,ITA,1/21/2022,11233
Italy,ITA,1/22/2022,1676
Italy,ITA,1/22/2022,21118
Italy,ITA,1/22/2022,958
Italy,ITA,1/22/2022,11103
Italy,ITA,1/23/2022,1685
Italy,ITA,1/23/2022,21312
Italy,ITA,1/23/2022,962
Italy,ITA,1/23/2022,11033
Italy,ITA,1/24/2022,1685
Italy,ITA,1/24/2022,21547
Italy,ITA,1/24/2022,941
Italy,ITA,1/24/2022,10870
Italy,ITA,1/25/2022,1691
Italy,ITA,1/25/2022,21728
Italy,ITA,1/25/2022,922
Italy,ITA,1/25/2022,10587
Italy,ITA,1/26/2022,1665
Italy,ITA,1/26/2022,21666
Italy,ITA,1/26/2022,911
Italy,ITA,1/26/2022,10439
Italy,ITA,1/27/2022,1645
Italy,ITA,1/27/2022,21498
Italy,ITA,1/27/2022,881
Italy,ITA,1/27/2022,10263
Italy,ITA,1/28/2022,1630
Italy,ITA,1/28/2022,21426
Italy,ITA,1/28/2022,859
Italy,ITA,1/28/2022,10122
Italy,ITA,1/29/2022,1588
Italy,ITA,1/29/2022,21224
Italy,ITA,1/29/2022,856
Italy,ITA,1/29/2022,9960
Italy,ITA,1/30/2022,1593
Italy,ITA,1/30/2022,21210
Italy,ITA,1/30/2022,819
Italy,ITA,1/30/2022,9856
Italy,ITA,1/31/2022,1584
Italy,ITA,1/31/2022,21497
Italy,ITA,1/31/2022,830
Italy,ITA,1/31/2022,9686
Italy,ITA,2/1/2022,1549
Italy,ITA,2/1/2022,21422
Italy,ITA,2/1/2022,806
Italy,ITA,2/1/2022,9502
Italy,ITA,2/2/2022,1524
Italy,ITA,2/2/2022,21074
Italy,ITA,2/2/2022,787
Italy,ITA,2/2/2022,9380
Italy,ITA,2/3/2022,1457
Italy,ITA,2/3/2022,20781
Italy,ITA,2/3/2022,757
Italy,ITA,2/3/2022,9180
Italy,ITA,2/4/2022,1440
Italy,ITA,2/4/2022,20440
Italy,ITA,2/4/2022,745
Italy,ITA,2/4/2022,8998
Italy,ITA,2/5/2022,1411
Italy,ITA,2/5/2022,20026
Italy,ITA,2/5/2022,731
Italy,ITA,2/5/2022,8747
Italy,ITA,2/6/2022,1431
Italy,ITA,2/6/2022,19929
Italy,ITA,2/6/2022,741
Italy,ITA,2/6/2022,8576
Italy,ITA,2/7/2022,1423
Italy,ITA,2/7/2022,20098
Italy,ITA,2/7/2022,699
Italy,ITA,2/7/2022,8302
Italy,ITA,2/8/2022,1376
Italy,ITA,2/8/2022,19713
Italy,ITA,2/8/2022,691
Italy,ITA,2/8/2022,8057
Italy,ITA,2/9/2022,1350
Italy,ITA,2/9/2022,19282
Italy,ITA,2/9/2022,677
Italy,ITA,2/9/2022,7754
Italy,ITA,2/10/2022,1322
Italy,ITA,2/10/2022,18676
Italy,ITA,2/10/2022,665
Italy,ITA,2/10/2022,7506
Italy,ITA,2/11/2022,1265
Italy,ITA,2/11/2022,18089
Italy,ITA,2/11/2022,651
Italy,ITA,2/11/2022,7222
Italy,ITA,2/12/2022,1223
Italy,ITA,2/12/2022,17533
Italy,ITA,2/12/2022,615
Italy,ITA,2/12/2022,7071
Italy,ITA,2/13/2022,1190
Italy,ITA,2/13/2022,17250
Italy,ITA,2/13/2022,576
Italy,ITA,2/13/2022,6864
Italy,ITA,2/14/2022,1173
Italy,ITA,2/14/2022,17223
Italy,ITA,2/14/2022,569
Italy,ITA,2/14/2022,6654
Italy,ITA,2/15/2022,1119
Italy,ITA,2/15/2022,16721
Italy,ITA,2/15/2022,557
Italy,ITA,2/15/2022,6405
Italy,ITA,2/16/2022,1073
Italy,ITA,2/16/2022,16200
Italy,ITA,2/16/2022,542
Italy,ITA,2/16/2022,6102
Italy,ITA,2/17/2022,1037
Italy,ITA,2/17/2022,15599
Italy,ITA,2/17/2022,530
Italy,ITA,2/17/2022,5880
Italy,ITA,2/18/2022,987
Italy,ITA,2/18/2022,14935
Italy,ITA,2/18/2022,482
Italy,ITA,2/18/2022,5720
Italy,ITA,2/19/2022,953
Italy,ITA,2/19/2022,14340
Italy,ITA,2/19/2022,490
Italy,ITA,2/19/2022,5542
Italy,ITA,2/20/2022,934
Italy,ITA,2/20/2022,14218
Italy,ITA,2/20/2022,476
Italy,ITA,2/20/2022,5418
Italy,ITA,2/21/2022,928
Italy,ITA,2/21/2022,14303
Italy,ITA,2/21/2022,468
Italy,ITA,2/21/2022,5268
Italy,ITA,2/22/2022,896
Italy,ITA,2/22/2022,13972
Italy,ITA,2/22/2022,463
Italy,ITA,2/22/2022,5088
Italy,ITA,2/23/2022,886
Italy,ITA,2/23/2022,13413
Italy,ITA,2/23/2022,469
Italy,ITA,2/23/2022,4999
Italy,ITA,2/24/2022,839
Italy,ITA,2/24/2022,12964
Italy,ITA,2/24/2022,454
Italy,ITA,2/24/2022,4815
Italy,ITA,2/25/2022,799
Italy,ITA,2/25/2022,12505
Italy,ITA,2/25/2022,460
Italy,ITA,2/25/2022,4640
Italy,ITA,2/26/2022,763
Italy,ITA,2/26/2022,11866
Italy,ITA,2/26/2022,428
Italy,ITA,2/26/2022,4449
Italy,ITA,2/27/2022,733
Italy,ITA,2/27/2022,11601
Italy,ITA,2/27/2022,402
Italy,ITA,2/27/2022,4294
Italy,ITA,2/28/2022,714
Italy,ITA,2/28/2022,11565
Italy,ITA,2/28/2022,386
Italy,ITA,2/28/2022,4088
Italy,ITA,3/1/2022,708
Italy,ITA,3/1/2022,11164
Italy,ITA,3/1/2022,378
Italy,ITA,3/1/2022,4030
Italy,ITA,3/2/2022,681
Italy,ITA,3/2/2022,10635
Italy,ITA,3/2/2022,337
Italy,ITA,3/2/2022,3908
Italy,ITA,3/3/2022,654
Italy,ITA,3/3/2022,10253
Italy,ITA,3/3/2022,333
Italy,ITA,3/3/2022,3921
Italy,ITA,3/4/2022,625
Italy,ITA,3/4/2022,9922
Italy,ITA,3/4/2022,306
Italy,ITA,3/4/2022,3889
Italy,ITA,3/5/2022,609
Italy,ITA,3/5/2022,9583
Italy,ITA,3/5/2022,321
Italy,ITA,3/5/2022,3867
Italy,ITA,3/6/2022,603
Italy,ITA,3/6/2022,9431
Italy,ITA,3/6/2022,332
Italy,ITA,3/6/2022,3895
Italy,ITA,3/7/2022,610
Italy,ITA,3/7/2022,9599
Italy,ITA,3/7/2022,328
Italy,ITA,3/7/2022,3856
Italy,ITA,3/8/2022,592
Italy,ITA,3/8/2022,9368
Italy,ITA,3/8/2022,304
Italy,ITA,3/8/2022,3792
Italy,ITA,3/9/2022,563
Italy,ITA,3/9/2022,9138
Italy,ITA,3/9/2022,307
Italy,ITA,3/9/2022,3768
Italy,ITA,3/10/2022,545
Italy,ITA,3/10/2022,8959
Italy,ITA,3/10/2022,303
Italy,ITA,3/10/2022,3677
Italy,ITA,3/11/2022,527
Italy,ITA,3/11/2022,8801
Italy,ITA,3/11/2022,307
Italy,ITA,3/11/2022,3684
Italy,ITA,3/12/2022,513
Italy,ITA,3/12/2022,8747
Italy,ITA,3/12/2022,288
Italy,ITA,3/12/2022,3728
Italy,ITA,3/13/2022,516
Italy,ITA,3/13/2022,8756
Italy,ITA,3/13/2022,292
Italy,ITA,3/13/2022,3780
Italy,ITA,3/14/2022,518
Italy,ITA,3/14/2022,8986
Italy,ITA,3/14/2022,289
Italy,ITA,3/14/2022,3808
Italy,ITA,3/15/2022,502
Italy,ITA,3/15/2022,8975
Italy,ITA,3/15/2022,290
Italy,ITA,3/15/2022,3905
Italy,ITA,3/16/2022,477
Italy,ITA,3/16/2022,8887
Italy,ITA,3/16/2022,278
Italy,ITA,3/16/2022,3947
Italy,ITA,3/17/2022,473
Italy,ITA,3/17/2022,8870
Italy,ITA,3/17/2022,281
Italy,ITA,3/18/2022,474
Italy,ITA,3/18/2022,8877
Italy,ITA,3/18/2022,293
Italy,ITA,3/19/2022,471
Italy,ITA,3/19/2022,8790
Italy,ITA,3/19/2022,309
Italy,ITA,3/20/2022,467
Italy,ITA,3/20/2022,8897
Italy,ITA,3/20/2022,297
Italy,ITA,3/21/2022,463
Italy,ITA,3/21/2022,9191
Italy,ITA,3/21/2022,296
Italy,ITA,3/22/2022,455
Italy,ITA,3/22/2022,9424
Italy,ITA,3/22/2022,292
Italy,ITA,3/23/2022,466
Italy,ITA,3/23/2022,9405
Italy,ITA,3/23/2022,316
Japan,JPN,1/5/2022,153
Japan,JPN,1/5/2022,2262
Japan,JPN,1/12/2022,410
Japan,JPN,1/12/2022,6642
Japan,JPN,1/19/2022,686
Japan,JPN,1/19/2022,10934
Japan,JPN,1/26/2022,1126
Japan,JPN,1/26/2022,17269
Japan,JPN,1/26/2022,137
Japan,JPN,2/2/2022,1440
Japan,JPN,2/2/2022,22653
Japan,JPN,2/9/2022,1846
Japan,JPN,2/9/2022,26734
Japan,JPN,2/16/2022,2045
Japan,JPN,2/16/2022,29225
Japan,JPN,2/23/2022,2140
Japan,JPN,2/23/2022,29233
Japan,JPN,3/2/2022,2017
Japan,JPN,3/2/2022,27492
Japan,JPN,3/9/2022,1798
Japan,JPN,3/9/2022,24191
Japan,JPN,3/16/2022,1534
Japan,JPN,3/16/2022,19767
Latvia,LVA,1/1/2022,375
Latvia,LVA,1/2/2022,80
Latvia,LVA,1/2/2022,424
Latvia,LVA,1/2/2022,128
Latvia,LVA,1/2/2022,359
Latvia,LVA,1/3/2022,484
Latvia,LVA,1/4/2022,490
Latvia,LVA,1/5/2022,482
Latvia,LVA,1/6/2022,501
Latvia,LVA,1/7/2022,486
Latvia,LVA,1/8/2022,467
Latvia,LVA,1/9/2022,78
Latvia,LVA,1/9/2022,481
Latvia,LVA,1/9/2022,157
Latvia,LVA,1/9/2022,448
Latvia,LVA,1/10/2022,508
Latvia,LVA,1/11/2022,498
Latvia,LVA,1/12/2022,483
Latvia,LVA,1/13/2022,494
Latvia,LVA,1/14/2022,510
Latvia,LVA,1/15/2022,498
Latvia,LVA,1/16/2022,93
Latvia,LVA,1/16/2022,538
Latvia,LVA,1/16/2022,133
Latvia,LVA,1/16/2022,458
Latvia,LVA,1/17/2022,576
Latvia,LVA,1/18/2022,568
Latvia,LVA,1/19/2022,574
Latvia,LVA,1/20/2022,584
Latvia,LVA,1/21/2022,590
Latvia,LVA,1/22/2022,576
Latvia,LVA,1/23/2022,90
Latvia,LVA,1/23/2022,630
Latvia,LVA,1/23/2022,139
Latvia,LVA,1/23/2022,568
Latvia,LVA,1/24/2022,679
Latvia,LVA,1/25/2022,695
Latvia,LVA,1/26/2022,682
Latvia,LVA,1/27/2022,693
Latvia,LVA,1/28/2022,717
Latvia,LVA,1/29/2022,681
Latvia,LVA,1/30/2022,90
Latvia,LVA,1/30/2022,733
Latvia,LVA,1/30/2022,133
Latvia,LVA,1/30/2022,774
Latvia,LVA,1/31/2022,828
Latvia,LVA,2/1/2022,814
Latvia,LVA,2/2/2022,846
Latvia,LVA,2/3/2022,856
Latvia,LVA,2/4/2022,907
Latvia,LVA,2/5/2022,835
Latvia,LVA,2/6/2022,92
Latvia,LVA,2/6/2022,895
Latvia,LVA,2/6/2022,117
Latvia,LVA,2/6/2022,869
Latvia,LVA,2/7/2022,980
Latvia,LVA,2/8/2022,976
Latvia,LVA,2/9/2022,1028
Latvia,LVA,2/10/2022,1030
Latvia,LVA,2/11/2022,1053
Latvia,LVA,2/12/2022,978
Latvia,LVA,2/13/2022,89
Latvia,LVA,2/13/2022,1068
Latvia,LVA,2/13/2022,139
Latvia,LVA,2/13/2022,1024
Latvia,LVA,2/14/2022,1145
Latvia,LVA,2/15/2022,1127
Latvia,LVA,2/16/2022,1129
Latvia,LVA,2/17/2022,1129
Latvia,LVA,2/18/2022,1136
Latvia,LVA,2/19/2022,1051
Latvia,LVA,2/20/2022,90
Latvia,LVA,2/20/2022,1145
Latvia,LVA,2/20/2022,129
Latvia,LVA,2/20/2022,1060
Latvia,LVA,2/21/2022,1211
Latvia,LVA,2/22/2022,1198
Latvia,LVA,2/23/2022,1182
Latvia,LVA,2/24/2022,1155
Latvia,LVA,2/25/2022,1143
Latvia,LVA,2/26/2022,1067
Latvia,LVA,2/27/2022,115
Latvia,LVA,2/27/2022,1114
Latvia,LVA,2/27/2022,128
Latvia,LVA,2/27/2022,1054
Latvia,LVA,2/28/2022,1201
Latvia,LVA,3/1/2022,1170
Latvia,LVA,3/2/2022,1160
Latvia,LVA,3/3/2022,1168
Latvia,LVA,3/4/2022,1143
Latvia,LVA,3/5/2022,1028
Latvia,LVA,3/6/2022,97
Latvia,LVA,3/6/2022,1056
Latvia,LVA,3/6/2022,93
Latvia,LVA,3/6/2022,982
Latvia,LVA,3/7/2022,1145
Latvia,LVA,3/8/2022,1117
Latvia,LVA,3/9/2022,1034
Latvia,LVA,3/10/2022,1045
Latvia,LVA,3/11/2022,1040
Latvia,LVA,3/12/2022,935
Latvia,LVA,3/13/2022,80
Latvia,LVA,3/13/2022,1013
Latvia,LVA,3/13/2022,72
Latvia,LVA,3/13/2022,942
Liechtenstein,LIE,1/2/2022,10
Liechtenstein,LIE,1/9/2022,5
Liechtenstein,LIE,1/16/2022,1
Liechtenstein,LIE,1/23/2022,1
Liechtenstein,LIE,2/13/2022,4
Liechtenstein,LIE,2/20/2022,5
Liechtenstein,LIE,2/27/2022,4
Liechtenstein,LIE,3/6/2022,4
Liechtenstein,LIE,3/13/2022,4
Lithuania,LTU,1/1/2022,887
Lithuania,LTU,1/2/2022,951
Lithuania,LTU,1/3/2022,937
Lithuania,LTU,1/4/2022,963
Lithuania,LTU,1/5/2022,975
Lithuania,LTU,1/6/2022,977
Lithuania,LTU,1/7/2022,948
Lithuania,LTU,1/8/2022,971
Lithuania,LTU,1/9/2022,1018
Lithuania,LTU,1/10/2022,1017
Lithuania,LTU,1/11/2022,994
Lithuania,LTU,1/12/2022,995
Lithuania,LTU,1/13/2022,966
Lithuania,LTU,1/14/2022,957
Lithuania,LTU,1/15/2022,957
Lithuania,LTU,1/16/2022,988
Lithuania,LTU,1/17/2022,975
Lithuania,LTU,1/18/2022,976
Lithuania,LTU,1/19/2022,986
Lithuania,LTU,1/20/2022,982
Lithuania,LTU,1/21/2022,962
Lithuania,LTU,1/22/2022,996
Lithuania,LTU,1/23/2022,1058
Lithuania,LTU,1/24/2022,1045
Lithuania,LTU,1/25/2022,1046
Lithuania,LTU,1/26/2022,1079
Lithuania,LTU,1/27/2022,1115
Lithuania,LTU,1/28/2022,1101
Lithuania,LTU,1/29/2022,1178
Lithuania,LTU,1/30/2022,1252
Lithuania,LTU,1/31/2022,1275
Lithuania,LTU,2/1/2022,1295
Lithuania,LTU,2/2/2022,1319
Lithuania,LTU,2/3/2022,1350
Lithuania,LTU,2/4/2022,1341
Lithuania,LTU,2/5/2022,1404
Lithuania,LTU,2/6/2022,1475
Lithuania,LTU,2/7/2022,1522
Lithuania,LTU,2/8/2022,1513
Lithuania,LTU,2/9/2022,1566
Lithuania,LTU,2/10/2022,1546
Lithuania,LTU,2/11/2022,1559
Lithuania,LTU,2/12/2022,1602
Lithuania,LTU,2/13/2022,1666
Lithuania,LTU,2/22/2022,1737
Luxembourg,LUX,1/1/2022,19
Luxembourg,LUX,1/1/2022,68
Luxembourg,LUX,1/2/2022,21
Luxembourg,LUX,1/2/2022,69
Luxembourg,LUX,1/2/2022,33
Luxembourg,LUX,1/3/2022,20
Luxembourg,LUX,1/3/2022,69
Luxembourg,LUX,1/4/2022,19
Luxembourg,LUX,1/4/2022,69
Luxembourg,LUX,1/5/2022,20
Luxembourg,LUX,1/5/2022,67
Luxembourg,LUX,1/6/2022,22
Luxembourg,LUX,1/6/2022,72
Luxembourg,LUX,1/7/2022,22
Luxembourg,LUX,1/7/2022,73
Luxembourg,LUX,1/8/2022,20
Luxembourg,LUX,1/8/2022,70
Luxembourg,LUX,1/9/2022,20
Luxembourg,LUX,1/9/2022,68
Luxembourg,LUX,1/9/2022,35
Luxembourg,LUX,1/10/2022,18
Luxembourg,LUX,1/10/2022,65
Luxembourg,LUX,1/11/2022,19
Luxembourg,LUX,1/11/2022,65
Luxembourg,LUX,1/12/2022,20
Luxembourg,LUX,1/12/2022,69
Luxembourg,LUX,1/13/2022,18
Luxembourg,LUX,1/13/2022,63
Luxembourg,LUX,1/14/2022,18
Luxembourg,LUX,1/14/2022,66
Luxembourg,LUX,1/15/2022,21
Luxembourg,LUX,1/15/2022,74
Luxembourg,LUX,1/16/2022,20
Luxembourg,LUX,1/16/2022,71
Luxembourg,LUX,1/16/2022,32
Luxembourg,LUX,1/17/2022,19
Luxembourg,LUX,1/17/2022,76
Luxembourg,LUX,1/18/2022,15
Luxembourg,LUX,1/18/2022,72
Luxembourg,LUX,1/19/2022,15
Luxembourg,LUX,1/19/2022,74
Luxembourg,LUX,1/20/2022,13
Luxembourg,LUX,1/20/2022,69
Luxembourg,LUX,1/21/2022,12
Luxembourg,LUX,1/21/2022,71
Luxembourg,LUX,1/22/2022,14
Luxembourg,LUX,1/22/2022,73
Luxembourg,LUX,1/23/2022,11
Luxembourg,LUX,1/23/2022,70
Luxembourg,LUX,1/23/2022,33
Luxembourg,LUX,1/24/2022,11
Luxembourg,LUX,1/24/2022,70
Luxembourg,LUX,1/25/2022,12
Luxembourg,LUX,1/25/2022,70
Luxembourg,LUX,1/26/2022,13
Luxembourg,LUX,1/26/2022,70
Luxembourg,LUX,1/27/2022,10
Luxembourg,LUX,1/27/2022,71
Luxembourg,LUX,1/28/2022,8
Luxembourg,LUX,1/28/2022,76
Luxembourg,LUX,1/29/2022,8
Luxembourg,LUX,1/29/2022,74
Luxembourg,LUX,1/30/2022,8
Luxembourg,LUX,1/30/2022,79
Luxembourg,LUX,1/30/2022,50
Luxembourg,LUX,1/31/2022,9
Luxembourg,LUX,1/31/2022,81
Luxembourg,LUX,2/1/2022,13
Luxembourg,LUX,2/1/2022,83
Luxembourg,LUX,2/2/2022,12
Luxembourg,LUX,2/2/2022,82
Luxembourg,LUX,2/3/2022,11
Luxembourg,LUX,2/3/2022,84
Luxembourg,LUX,2/4/2022,10
Luxembourg,LUX,2/4/2022,88
Luxembourg,LUX,2/5/2022,9
Luxembourg,LUX,2/5/2022,84
Luxembourg,LUX,2/6/2022,11
Luxembourg,LUX,2/6/2022,83
Luxembourg,LUX,2/6/2022,37
Luxembourg,LUX,2/7/2022,10
Luxembourg,LUX,2/7/2022,82
Luxembourg,LUX,2/8/2022,8
Luxembourg,LUX,2/8/2022,80
Luxembourg,LUX,2/9/2022,9
Luxembourg,LUX,2/9/2022,81
Luxembourg,LUX,2/10/2022,9
Luxembourg,LUX,2/10/2022,73
Luxembourg,LUX,2/11/2022,11
Luxembourg,LUX,2/11/2022,74
Luxembourg,LUX,2/12/2022,11
Luxembourg,LUX,2/12/2022,66
Luxembourg,LUX,2/13/2022,12
Luxembourg,LUX,2/13/2022,63
Luxembourg,LUX,2/13/2022,32
Luxembourg,LUX,2/14/2022,11
Luxembourg,LUX,2/14/2022,67
Luxembourg,LUX,2/15/2022,9
Luxembourg,LUX,2/15/2022,57
Luxembourg,LUX,2/16/2022,10
Luxembourg,LUX,2/16/2022,63
Luxembourg,LUX,2/17/2022,8
Luxembourg,LUX,2/17/2022,60
Luxembourg,LUX,2/18/2022,8
Luxembourg,LUX,2/18/2022,41
Luxembourg,LUX,2/19/2022,9
Luxembourg,LUX,2/19/2022,35
Luxembourg,LUX,2/20/2022,9
Luxembourg,LUX,2/20/2022,36
Luxembourg,LUX,2/20/2022,19
Luxembourg,LUX,2/21/2022,9
Luxembourg,LUX,2/21/2022,33
Luxembourg,LUX,2/22/2022,9
Luxembourg,LUX,2/22/2022,31
Luxembourg,LUX,2/23/2022,6
Luxembourg,LUX,2/23/2022,27
Luxembourg,LUX,2/24/2022,8
Luxembourg,LUX,2/24/2022,28
Luxembourg,LUX,2/25/2022,6
Luxembourg,LUX,2/25/2022,29
Luxembourg,LUX,2/26/2022,6
Luxembourg,LUX,2/26/2022,27
Luxembourg,LUX,2/27/2022,6
Luxembourg,LUX,2/27/2022,26
Luxembourg,LUX,2/27/2022,11
Luxembourg,LUX,2/28/2022,6
Luxembourg,LUX,2/28/2022,27
Luxembourg,LUX,3/1/2022,6
Luxembourg,LUX,3/1/2022,31
Luxembourg,LUX,3/2/2022,6
Luxembourg,LUX,3/2/2022,30
Luxembourg,LUX,3/3/2022,5
Luxembourg,LUX,3/3/2022,30
Luxembourg,LUX,3/4/2022,6
Luxembourg,LUX,3/4/2022,33
Luxembourg,LUX,3/5/2022,5
Luxembourg,LUX,3/5/2022,28
Luxembourg,LUX,3/6/2022,5
Luxembourg,LUX,3/6/2022,31
Luxembourg,LUX,3/6/2022,20
Luxembourg,LUX,3/7/2022,5
Luxembourg,LUX,3/7/2022,32
Luxembourg,LUX,3/8/2022,5
Luxembourg,LUX,3/8/2022,32
Luxembourg,LUX,3/9/2022,5
Luxembourg,LUX,3/9/2022,32
Luxembourg,LUX,3/10/2022,4
Luxembourg,LUX,3/10/2022,38
Luxembourg,LUX,3/11/2022,3
Luxembourg,LUX,3/11/2022,37
Luxembourg,LUX,3/12/2022,3
Luxembourg,LUX,3/12/2022,33
Luxembourg,LUX,3/13/2022,3
Luxembourg,LUX,3/13/2022,31
Luxembourg,LUX,3/13/2022,27
Malaysia,MYS,1/1/2022,273
Malaysia,MYS,1/1/2022,2621
Malaysia,MYS,1/1/2022,2625
Malaysia,MYS,1/2/2022,284
Malaysia,MYS,1/2/2022,2588
Malaysia,MYS,1/2/2022,2572
Malaysia,MYS,1/3/2022,265
Malaysia,MYS,1/3/2022,2524
Malaysia,MYS,1/3/2022,2545
Malaysia,MYS,1/4/2022,252
Malaysia,MYS,1/4/2022,2572
Malaysia,MYS,1/4/2022,2493
Malaysia,MYS,1/5/2022,257
Malaysia,MYS,1/5/2022,2512
Malaysia,MYS,1/5/2022,2482
Malaysia,MYS,1/6/2022,253
Malaysia,MYS,1/6/2022,2577
Malaysia,MYS,1/6/2022,2479
Malaysia,MYS,1/7/2022,254
Malaysia,MYS,1/7/2022,2502
Malaysia,MYS,1/7/2022,2480
Malaysia,MYS,1/8/2022,253
Malaysia,MYS,1/8/2022,2547
Malaysia,MYS,1/8/2022,2476
Malaysia,MYS,1/9/2022,249
Malaysia,MYS,1/9/2022,2550
Malaysia,MYS,1/9/2022,2533
Malaysia,MYS,1/10/2022,253
Malaysia,MYS,1/10/2022,2474
Malaysia,MYS,1/10/2022,2490
Malaysia,MYS,1/11/2022,229
Malaysia,MYS,1/11/2022,2420
Malaysia,MYS,1/11/2022,2490
Malaysia,MYS,1/12/2022,215
Malaysia,MYS,1/12/2022,2522
Malaysia,MYS,1/12/2022,2517
Malaysia,MYS,1/13/2022,198
Malaysia,MYS,1/13/2022,2460
Malaysia,MYS,1/13/2022,2432
Malaysia,MYS,1/14/2022,204
Malaysia,MYS,1/14/2022,2365
Malaysia,MYS,1/14/2022,2349
Malaysia,MYS,1/15/2022,193
Malaysia,MYS,1/15/2022,2351
Malaysia,MYS,1/15/2022,2283
Malaysia,MYS,1/16/2022,187
Malaysia,MYS,1/16/2022,2288
Malaysia,MYS,1/16/2022,2194
Malaysia,MYS,1/17/2022,184
Malaysia,MYS,1/17/2022,2079
Malaysia,MYS,1/17/2022,2201
Malaysia,MYS,1/18/2022,183
Malaysia,MYS,1/18/2022,1884
Malaysia,MYS,1/18/2022,2119
Malaysia,MYS,1/19/2022,162
Malaysia,MYS,1/19/2022,1792
Malaysia,MYS,1/19/2022,1978
Malaysia,MYS,1/20/2022,160
Malaysia,MYS,1/20/2022,1772
Malaysia,MYS,1/20/2022,1964
Malaysia,MYS,1/21/2022,149
Malaysia,MYS,1/21/2022,1991
Malaysia,MYS,1/21/2022,2035
Malaysia,MYS,1/22/2022,141
Malaysia,MYS,1/22/2022,1977
Malaysia,MYS,1/22/2022,2101
Malaysia,MYS,1/23/2022,143
Malaysia,MYS,1/23/2022,1976
Malaysia,MYS,1/23/2022,2149
Malaysia,MYS,1/24/2022,146
Malaysia,MYS,1/24/2022,1940
Malaysia,MYS,1/24/2022,2195
Malaysia,MYS,1/25/2022,131
Malaysia,MYS,1/25/2022,1898
Malaysia,MYS,1/25/2022,2231
Malaysia,MYS,1/26/2022,129
Malaysia,MYS,1/26/2022,1922
Malaysia,MYS,1/26/2022,2438
Malaysia,MYS,1/27/2022,124
Malaysia,MYS,1/27/2022,2002
Malaysia,MYS,1/27/2022,2579
Malaysia,MYS,1/28/2022,127
Malaysia,MYS,1/28/2022,1844
Malaysia,MYS,1/28/2022,2613
Malaysia,MYS,1/29/2022,119
Malaysia,MYS,1/29/2022,2036
Malaysia,MYS,1/29/2022,2594
Malaysia,MYS,1/30/2022,120
Malaysia,MYS,1/30/2022,2070
Malaysia,MYS,1/30/2022,2616
Malaysia,MYS,1/31/2022,114
Malaysia,MYS,1/31/2022,2064
Malaysia,MYS,1/31/2022,2618
Malaysia,MYS,2/1/2022,113
Malaysia,MYS,2/1/2022,2189
Malaysia,MYS,2/1/2022,2737
Malaysia,MYS,2/2/2022,112
Malaysia,MYS,2/2/2022,2294
Malaysia,MYS,2/2/2022,2679
Malaysia,MYS,2/3/2022,114
Malaysia,MYS,2/3/2022,2378
Malaysia,MYS,2/3/2022,2669
Malaysia,MYS,2/4/2022,114
Malaysia,MYS,2/4/2022,2594
Malaysia,MYS,2/4/2022,2835
Malaysia,MYS,2/5/2022,123
Malaysia,MYS,2/5/2022,2777
Malaysia,MYS,2/5/2022,3137
Malaysia,MYS,2/6/2022,137
Malaysia,MYS,2/6/2022,2948
Malaysia,MYS,2/6/2022,3444
Malaysia,MYS,2/7/2022,135
Malaysia,MYS,2/7/2022,3100
Malaysia,MYS,2/7/2022,3772
Malaysia,MYS,2/8/2022,138
Malaysia,MYS,2/8/2022,3430
Malaysia,MYS,2/8/2022,4211
Malaysia,MYS,2/9/2022,147
Malaysia,MYS,2/9/2022,3802
Malaysia,MYS,2/9/2022,4740
Malaysia,MYS,2/10/2022,158
Malaysia,MYS,2/10/2022,4057
